movie_title,movie_info,critics_consensus,rating,genre,directors,writers,cast,in_theaters_date,on_streaming_date,runtime_in_minutes,studio_name,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
Stolen,"Mad Men star Jon Hamm headlines this unusual low-budget mystery-thriller, as Detective Tom Adkins, a man haunted relentlessly by the disappearance of his ten-year-old son, Tommy, Jr. No leads immediately turn up in that case, but he does receive an early-morning phone call that draws him to the mangled and mutilated remains of a young boy slain 50 years prior. Tom takes on the case in an attempt to find absolution, and a second tale evolves, set 50 before, involving a man named Matthew Wakefield (Josh Lucas) and his son John. The baffling similarities between the Wakefield case and Tommy Jr.'s mysterious fate push Tom to the brink of sanity and ultimately lead him on a collision course with fate. Gradually, one step at a time, Tom stumbles onto the horrifying truth about what happened to his boy. ~ Nathan Southern, Rovi",,R,"Drama, Mystery & Suspense",Anders Anderson,Glenn Taranto,"Jon Hamm, Josh Lucas, James Van Der Beek, Jessica Chastain, Jimmy Bennett, Rhona Mitra, Joanna Cassidy, Morena Baccarin, Michael Cudlitz, Holt McCallany, Rick Gomez, Andy Milder, Sam Hennings, Tom Kemp, Marcus Thomas, Kali Rocha, Rutanya Alda, Jude Ciccolella, Beth Grant",2010-03-05,2010-06-29,97,IFC Films,Rotten,0,20,39,2690
The Killing Jar,"A dangerous psycho meets his match when he takes over an isolated roadside diner, and begins methodically dispatching the staff and patrons. Michael Madsen, Danny Trejo, and Harold Perrineau star. ~ Jason Buchanan, Rovi",,R,"Drama, Mystery & Suspense",Mark Young,Mark Young,"Michael Madsen, Harold Perrineau, Amber Benson, Danny Trejo, Kevin Gage, Lew Temple, Lindsay Axelsson, Jonathan Sachar, Johnathan Sachar, Patrick Durham, Talan Torriero, Jake Busey",2010-03-19,2011-02-22,92,Image Entertianment,Rotten,0,8,35,588
La MISSION,"A reformed ex-convict and lowrider car aficionado kicks his beloved son out of the house after discovering that the boy has been living a secret life in Sundance Film Festival veteran Peter Bratt's heartfelt family drama. Che (Benjamin Bratt) is out of prison and on the straight and narrow. Still, every day is a struggle as he battles alcoholism and drives a bus in order to support his family. When the workday is done, Che and his friends, the ""Mission Boyz,"" pass the time by restoring junked cars to mint condition. Feared by his peers yet deeply respected as the toughest Chicano on the block, Che is the kind of guy whose entire existence is defined by his macho reputation. There's no one in the world that Che loves more than his adolescent son, Jesse (Jeremy Ray Valdez), but both father and son are about to discover that love isn't exactly unconditional. Upon discovering that Jesse has been living a secret life, Che flies into a violent rage, assaulting the boy and kicking him out onto the street. Meanwhile, Che's attractive and headstrong neighbor Lena (Erika Alexander) challenges the ultra-macho gearhead to step back for a minute and take stock of the life he thought he had. ~ Jason Buchanan, Rovi",,R,Drama,Peter Bratt,Peter Bratt,"Benjamin Bratt, Erika Alexandra, Erika Alexander, Jeremy Ray Valdez, Jesse Borrego, Talisa Soto, Kevin Michael Richardson, Patrick Shining Elk, René A. Quiñonez, Ruben Gonzalez, Max Rosenak",2010-04-09,2010-07-20,117,Screen Media Ventures,Rotten,50,26,72,5866
Predators,"A group of hardened killers are hunted on an alien planet in producer Robert Rodriguez and director Nimród Antal's entry into the popular sci-fi action franchise. Mercenaries, murderers, gangsters, and convicts, they were the most feared men on Earth. But now they're a long way from home, and when the predators become the prey, fearless mercenary Royce (Adrien Brody) prepares for the fight of his life. And he's not alone, because Mexican gangster Cuchillo (Danny Trejo), Israeli Defense Forces veteran Isabelle (Alice Braga), notorious mass murderer Stans (Walton Goggins), Russian Special Forces operative Nikolai (Oleg Taktarov), RUF death squad member Mombasa (Mahershalalhashbaz Ali), and sword-wielding Yakuza Hanzo (Louis Ozawa Changchien) are all armed to the teeth, and out for blood. The odd man out is Edwin (Topher Grace), a once-prominent physician whose career came to an end following a big scandal. When the motley crew encounters Noland (Laurence Fishburne), a resourceful human who has somehow managed to survive on the alien's hunting grounds for some time, they prepare to take the ultimate stand against the most powerful Predators yet. ~ Jason Buchanan, Rovi","After a string of subpar sequels, this bloody, action-packed reboot takes the Predator franchise back to its testosterone-fueled roots.",R,"Action & Adventure, Horror, Science Fiction & Fantasy",Nimród Antal,"Alex Litvak, Michael Finch","Adrien Brody, Topher Grace, Alice Braga, Walton Goggins, Oleg Taktarov, Laurence Fishburne, Danny Trejo, Louis Ozawa Changchien, Mahershala Ali, Carey Jones, Brian Steele, Derek Mears",2010-07-09,2010-10-19,107,20th Century Fox,Fresh,65,198,52,159760
Stonewall Uprising,"""It was the Rosa Parks moment,"" says one man. June 28, 1969: NYC police raid a Greenwich Village Mafia-run gay bar, The Stonewall Inn. For the first time, patrons refuse to be led into paddy wagons, setting off a 3-day riot that launches the Gay Rights Movement. Told by Stonewall patrons, Village Voice reporters and the cop who led the raid, STONEWALL UPRISING compellingly recalls the bad old days when psychoanalysts equated homosexuality with mental illness and advised aversion therapy, and even lobotomies; public service announcements warned youngsters against predatory homosexuals; and police entrapment was rampant. A treasure-trove of archival footage gives life to this all-too-recent reality, a time when Mike Wallace announced on a 1966 CBS Reports: ""The average homosexual, if there be such, is promiscuous. He is not interested in, nor capable of, a lasting relationship like that of a heterosexual marriage."" At the height of this oppression, the cops raid Stonewall, triggering nights of pandemonium with tear gas, billy clubs and a small army of tactical police. The rest is history. -- (C) First Run Features",,PG-13,"Documentary, Special Interest","Kate Davis, David Heilbroner",David Heilbroner,"Paul Bosche, John Digiacomo, Dana Gaiser, Noah Goldman, J. Michael Grey, David Huggins, Louis Mandelbaum, Leroy S. Mobley, Samuel Murkofsky, Alfredo delRio",2010-06-16,2011-03-01,82,First Run Features,Fresh,84,31,76,268
The Oath,"""The Oath"" tells the story of two men whose encounter in 1996 set them on a course of events that led them to Afghanistan, Osama bin Laden, 9/11, Guantanamo, and the U.S. Supreme Court.",,NR,"Documentary, Special Interest",Laura Poitras,,"Abu Jandal, Salim Hamdan",2010-05-07,2010-09-28,96,Zeitgeist Films,Fresh,91,23,79,432
The Wild Hunt,"A day of high-spirited fun takes a turn into darkness as a game becomes all too real in this comedy drama from Canada. Erik (Ricky Mabe) and his girlfriend, Lyn (Tiio Horn), are both interested in Live Action Role Playing games, in which teams of players assume the guise of particular characters and act out mock battles as part of a fantasy scenario. However, Lyn begins developing a stronger interest in the game than Erik, and runs off for a weekend of play without bringing him along. Depressed, Erik and his brother Bjorn (Mark A. Krupa) set out to catch up with her as their friends impersonate a horde of Viking warriors. Bjorn brings along his ""Hammer of Thor"" as well as Murtagh (Trevor Hayes), who takes his role as a shaman more than a bit seriously. As the day wears on, Erik's frustration is reflected in his mates, and what began as an afternoon of fantasy and adventure turns into a battle where the blood and wrath are very real. The Wild Hunt was the first feature film from writer and director Alexandre Franchi, who co-wrote the screenplay with actor and writer Mark A. Krupa, who plays Bjorn. ~ Mark Deming, Rovi",,NR,"Drama, Mystery & Suspense, Science Fiction & Fantasy",Alexandre Franchi,"Alexandre Franchi, Alexandre Franchi, Mark Antony Krupa","Trevor Horn, Mark Antony Krupa, Kaniehtiio Horn, Nicolas Wright, Tiio Horn, Ricky Mabe, Trevor Hayes, Kent McQuaid, Terry Simpson, Claudia Jurt, Kyle Gatehouse, Spiro Malandrakis, Victor Trelles, Martin Stone, Holly O'Brien, Nicholas Simard",2010-09-17,2011-06-07,96,Hannover House,Fresh,82,11,74,710
The Lottery,"""The Lottery"" is a feature length documentary that explores the struggles and dreams of four families from Harlem and The Bronx in the months leading up to the lottery for Harlem Success Academy, one of the most successful charter schools in New York. The four families cast their lots in a high stakes draw, where only a small minority of children emerge with a chance at a better future.",,PG,"Documentary, Special Interest",Madeleine Sackler,,"Cory Booker, Dacia Toll, Candice Fryer, Eva Moskowitz, Geoffrey-, Betsy Gotbaum, Meredith Gotlin, Joel Klein, Jim Manly, Jessica Reid, Susan Taylor, Paul Tough, Eric Roachford, Shawna Roachford, Eric Roachford, Jr., Nathaniel Roachford, Laurie Goodwine, Gregory Goodwine, Sr., Gregory Goodwine, Jr., Emil Yoanson, Christian Yoanson, Nadiyah Horne, Ameenah Horne, Tunde Adebimpe, Gerard Smith",2010-06-11,2010-08-31,80,Variance Films,Fresh,62,13,76,390
Assault on Precinct 13,"Cops, secretaries, and prisoners stuck in a soon-to-be-shuttered L.A. police station fight off a horde of murderous gang members in director John Carpenter's homage to Howard Hawks. When police officer Bishop (Austin Stoker) is left in charge of Precinct 13 on the last day it's open, he isn't prepared for the onslaught of a murderous street gang who have come into the possession of an enormous arsenal of guns. Finding himself trapped in the precinct with a pair of secretaries (Laurie Zimmer and Nancy Loomis), a few civilians and a handful of prisoners, Bishop is unable to call for help because the phones have already been disconnected and the precinct is in a run-down, out-of-the-way neighborhood. Holding out for a rescue, he and his fellow prisoners band together to barricade themselves in and hold the bandits at bay. But as the casualties mount and the supplies run low, they must choose between a daring escape attempt, a fiery offensive, or certain death. The sophomore feature from auteur-in-the-making John Carpenter, Assault on Precinct 13 reunited the director with Douglas H. Knapp, his cinematographer on 1974's Dark Star.","Lean, taut and compellingly gritty, John Carpenter's loose update of Rio Bravo ranks as a cult action classic and one of the filmmaker's best.",R,"Action & Adventure, Drama, Mystery & Suspense",John Carpenter,John Carpenter,"Austin Stoker, Darwin Joston, Gilbert De la Pena, Laurie Zimmer, Al Nakauchi, Gil Rankin, Martin West, Tony Burton, Cliff Battuello, Horace Johnson, Charles Cyphers, Nancy Kyes, Valentine Villareal, Peter Bruni, Kenny Miyamoto, John J. Fox, John ""Red"" Fox, Jerry Viramontes, Len Whitaker, Kim Richards, Henry Brandon, Kris Young, Warren Bradley III, Joe Woo Jr., Brent Keast, Maynard Smith, Peter Frankland, Randy Moore, Alan Koss, Frank Doubleday, James Johnson, William Taylor",1976-11-05,2003-03-11,91,Turtle Releasing,Certified Fresh,98,42,80,24609
Asylum,"In this film, four short stories by master-of-macabre Robert Bloch are related by the inmates of a mental institution. Robert Bloch himself adapted his original source material for the screen.",,PG,"Documentary, Horror, Mystery & Suspense, Science Fiction & Fantasy, Special Interest, Romance",Roy Ward Baker,Robert Bloch,"Peter Cushing, Barbara Parkins, Britt Ekland, Herbert Lomas, Charlotte Rampling, Patrick Magee, Richard Todd, Sylvia Syms, Herbert Lom, Barry Morse, Robert Powell, James Villiers, Geoffrey Bayldon, Ann Firbank, John Franklyn-Robbins, Megs Jenkins",1972-11-17,2006-07-25,96,Cinerama Releasing Corporation,Fresh,64,11,47,294
Attack of the 50 Foot Woman,"Attack of the 50 Foot Woman may well be one of the worst science-fiction films of all time, but that's not to say that it isn't thoroughly enjoyable. Allison Hayes achieved screen immortality as Nancy Archer, the wealthy, dipsomaniac wife of shameless philanderer Harry Archer (William Hudson). When she witnesses the crash landing of a alien spaceship -- whose occupant is a 30-foot giant, dressed in the manner of a medieval Frenchmen! -- Nancy goes to the local sheriff (George Douglas) with her story, only to be laughed off as a drunken crank. Even the local TV anchorman makes cruel fun of Nancy on his nightly newscast. Meanwhile, hubby Harry is making whoopee at a roadhouse with his latest tootsie, Honey Parker (Yvette Vickers). Not long afterward, Nancy, who's been exposed to the radiation of the spaceship, begins to feel queasy. Within a few days, she has grown to the height of 50 feet and is lumbering around the countryside clad only in a gigantic towel, smashing houses and trees in search of her faithless husband (""HARRY-HARRY!!!"") Hilarious in its ineptitude (the special effects are particularly shoddy), Attack of the 50 Foot Woman is impossible to dislike, which cannot be said of its slicker but less entertaining 1993 cable-TV remake (with Darryl Hannah in the title role). ~ Hal Erickson, Rovi",,PG,"Classics, Science Fiction & Fantasy",Nathan Juran,Mark Hanna,"Allison Hayes, William Hudson, Yvette Vickers, Roy Gordon, George Douglas, Ken Terrell, Otto Waldis, Eileen Stevens, Michael Ross, Mike Ross, Frank Chase",1958-01-01,2007-06-26,65,Allied Artists Pictures,Fresh,75,12,21,8576
Avenging Angel,"Betsy Russell takes over as part-time prostitute Molly Stewart in this disappointing sequel to the surprisingly good Angel (1984). Old pals Rory Calhoun and Susan Tyrrell are along for the search for the killer of the cop who saved Molly's life in the first film, joined by street magician Johnny Glitter (Barry Pearl). More brutal and hard-edged than the original, this installment is just another violent action movie, despite some slick camerawork and a fast pace. One peculiar touch is the frequent use of Bronski Beat's savage dance hit ""Why?"" which, although it has appropriately exciting music, it concerns gay-bashing and has no relation whatsoever to the storyline.",,R,"Action & Adventure, Drama, Mystery & Suspense",Robert Vincent O'Neil,"Joseph Michael Cala, Robert Vincent O'Neil","Betsy Russell, Rory Calhoun, Robert F. Lyons, Susan Tyrrell, Ossie Davis, Barry Pearl, Ross Hagen, Tim Rossovich, Estee Chandler, Steven M. Porter, Paul Lambert, Frank Doubleday, Richard DeHaven, Tracy Robert Austin, Michael A. Andrews, Karin Mani, Carl Bressler, Leroy Daniels, Deborah Sue Voorhees, Bill Cakmis, Joseph M. Cala, Liz Sheridan, Joseph Michael Cala, Robert Tessier, Jan Peters, Hoke Howell, Laura Burkett, Edward Blackoff, Lynda  Wiesmeier, Dick Valentine, Paul ""Mousie"" Garner, Jeanne Lucas, Charlene Jones, Claudia Templeton, Howard Honig, Debisue Voorhees, Tony Lorea, Jessica O'Neil, Charlene Shires, Richard Acunto, Kin Shriner",,1998-01-01,94,Starmaker Entertainment,Rotten,33,6,26,1541
The Awakening,"English archaeologist Matthew Corbeck (played by the emphatically-American Charlton Heston) undertakes an expedition to find the tomb of the Egyptian princess Kara, despite his awareness of a nefarious curse that is said to befall anyone who disturbs the tomb. Eighteen years after Corbeck's discovery of the burial site, his teenage daughter (who was born at the very moment of the tomb's violation) begins to behave strangely. Turns out she's been possessed by Kara's malevolent spirit, carrying out the princess's revenge by causing several deaths and developing a less-than-healthy obsession with Daddy. Based very loosely on Bram Stoker's novel The Jewel of Seven Stars (itself the inspiration for Hammer's superior Blood from the Mummy's Tomb), this is basically Warner Brothers' attempt to jump on the big-budget horror bandwagon in the wake of The Omen's staggering success. The result is a good-looking but artistically hollow film -- with elaborate sets, lush cinematography and a sweeping musical score, but little in the way of logic or suspense. ~ Cavett Binion, Rovi",,R,"Horror, Mystery & Suspense",Mike Newell,"Clive Exton, Gina Berriault, Chris Bryant, Allan Scott","Charlton Heston, Susannah York, Jill Townsend, Stephanie Zimbalist, Patrick Drury, Bruce Myers, Nadim Sawalha, Ian McDiarmid, Osman Ahmed, Miriam Margolyes, Michael Mellinger, Leonard Maguire, Ishia Bennison, Madhav Sharma, Christopher Fairbank, Michael Halphie, Roger Kemp",1980-10-01,2012-06-14,101,WARNER BROTHERS PICTURES,Rotten,0,5,21,420
Babes in Toyland,"Babes In Toyland is Walt Disney's first live action musical. Taken from the Victor Herbert operetta, the evil landlord Barnaby (Ray Bolger) is out to eliminate Tom (Tommy Sands) in order to marry Mary (Annette Funnicello). Tom is driven to the land of no return and presumably killed. Barnaby's henchmen sell Tom to the gypsies, pocket the money and pretend to have murdered the lovestruck victim. A kindly toymaker (Ed Wynn) loses his shop in an explosion, with Tom and Mary coming to his aid. Barnaby faces off for a battle against an army of wooden soldiers that is magically brought to life. Songs and dance are prominent throughout the story.",,G,"Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Jack Donohue,"Joe Rinaldi, Lowell Hawley, Ward Kimball, Lowell S. Hawley","Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, Henry Calvin, Tommy Kirk, Ann Jillian, Kevin Corcoran, Gene Sheldon, Mary McCarty, Brian Corcoran, Marilee & Melanie Arnold, Jerry Glenn, John Perri, David Pinson, Bryan Russell, James Martin, Lana Dowding",1961-12-14,2002-09-03,105,Buena Vista,Rotten,36,11,60,10316
Bad Company,"Set during the Civil War, Bad Company stars Barry Brown as a Northern boy, Drew Dixon, who heads West to avoid getting drafted. He falls under the spell of Jake Rumsey (Jeff Bridges), an easygoing young con artist. Drew joins Jake's gang of boy bandits, who live by their wits and try to avoid confrontation with adult criminals like Big Joe (David Huddleston). It is Drew who must eventually save Jake from hanging, even though he realizes that his intervention could lead to his own execution.",,PG,"Action & Adventure, Drama, Western",Robert Benton,"Robert Benton, David Newman","Jeff Bridges, John Quade, Barry Brown, Jim Davis, David Huddleston, John Savage, Jerry Houser, Damon Cofer, Joshua Hill Lewis, Charles Tyner, Jean Allison, Ned Wertimer, Ted Gehring, Claudia Bryar, John Boyd, Monika Henreid, Todd Martin, Geoffrey Lewis, Raymond Guth, Ed Lauter",1972-10-08,2002-06-04,92,Paramount Pictures,Fresh,91,11,71,2293
The Bad News Bears,"The success this underdog comedy from director Michael Ritchie almost single-handedly spawned the kids' sports film boom of the 1980s and '90s. When beer-breathed ex-minor-league ball player and professional pool cleaner Morris Buttermaker (Walter Matthau) agrees to coach a little league team in the San Fernando Valley, he soon finds he's in over his head, having inherited an assortment of pint-sized peons and talentless losers. They play well-organized teams and lose by tremendous margins, and the parents threaten to disband the Bears to save the kids (and themselves) any further embarrassment. Buttermaker refuses, though, and brings in a pair of ringers: Amanda (Tatum O'Neal), his ex-girlfriend's tomboy daughter, and Kelly (Jackie Earle Haley), a cigarette-smoking delinquent who happens to be a gifted athlete. With their help, the Bears manage to change their losing ways and qualify for the championship, where they face their arch-rivals, the Yankees. ~ Jeremy Beday, Rovi","The Bad News Bears is rude, profane, and cynical, but shot through with honest, unforced humor, and held together by a deft, understated performance from Walter Matthau.",PG,"Classics, Comedy",Michael Ritchie,Bill Lancaster,"Walter Matthau, Tatum O'Neal, Vic Morrow, Joyce Van Patten, Ben Piazza, Jackie Earle Haley, Chris J. Barnes, Alfred Lutter, Brandon Cruz, Shari Summers, Joe Brooks, Maurice Marks, Harley Quinn Smith, Gary Lee Cavagnaro, Erin Blunt, David Stambaugh, Jaime Escobedo, George Gonzales, David Pollock, Chris Barnes, Scott Firestone, Brett Marx, Timothy Blake, Bill Sorrells, George Wyner, Charles Matthau, Howard Culver",1976-04-07,2002-02-12,102,Paramount Pictures,Fresh,97,30,80,40358
The Bad Seed,"Young Patty McCormack received an Oscar nomination for her performance as a murderous child in this chilling dramatic horror classic. Shocking at the time of its release in 1956, The Bad Seed remains unsettling to this day as a mother discovers that within her seemingly angelic daughter beats the heart of a cold-blooded serial murderer.",,NR,"Classics, Drama, Horror, Mystery & Suspense",Mervyn LeRoy,John Lee Mahin,"Patty McCormack, Nancy Kelly, Eileen Heckart, Henry Jones, William Hopper, Evelyn Varden, Paul Fix, Jesse White, Gage Clarke, Joan Croydon, Frank Cady",1956-09-12,2004-08-10,129,WARNER BROTHERS PICTURES,Fresh,63,27,83,8623
Bang The Drum Slowly,"In this film, hayseed Bruce Pearson joins a professional baseball team. The team members were none to thrilled to have Pearson on their team. However, pitcher Henry Wiggen changes his attitude when he learns that the young catcher has Hodgkin's disease and will soon die.",Bang the Drum Slowly is a touching melodrama that explores the inner workings of a baseball club and its players' personalities with remarkable depth.,PG,"Classics, Comedy, Drama, Sports & Fitness","John D. Hancock, John Hancock",Mark Harris,"Michael Moriarty, Robert De Niro, Vincent Gardenia, Heather McRae, Phil Foster, Heather MacRae, Ann Wedgeworth, Danny Aiello, Andrew Jarrell, Tom Ligon, Marshall Erwin Efron, Barbara Babcock, Tom Signorelli, Selma Diamond, Pat McVey, Maurice Rosenfield, Barton Heyman, Donny Burks, Hector Elias, Ernesto Gonzalez, Jim Donohue, Nicolas Surovy, Alan Manson, Patrick McVey, Hector Troy, Tony Major, Alan Manaon, Ernesto Gonzales, Jack Hollander, Lou Girolami, Arnold Kapnick, Jean David, Bea Blau, Herb Henry, Dorothy Nuebert, Pierrino Mascarino, Kaydette Grant, Dell Bethel, Forrest Wynn, Vince Camuto, Jeff Sartorius, Willie Lemmey, Doug Major",1973-01-01,2003-03-04,96,Paramount Pictures,Fresh,92,38,62,3791
Battleground,"Incoming MGM production head Dore Schary ramrodded Battleground into the studio's schedule over the virulent protests of MGM boss Louis Mayer. The result was an award-winning box-office hit, as well as the beginning of the end of Mayer's power. This dramatization of the battles of Bastogne and the Bulge in the waning days of World War II concentrates on a single infantry unit. Van Johnson and John Hodiak are the ostensible stars, but the film is stolen by James Whitmore as the cigar-chomping, battle-stained sergeant. Also appearing is Ian MacDonald as General McAuliffe, whose legendary response to the Nazi's suggestion that the Americans surrender consisted of a single four-letter expletive: ""Nuts"". Whitmore's final scenes of near-delirium before the relief troops arrive are unforgettable. Battleground tries within MGM limits to be wholly realistic, though it is slightly compromised by the scripters' inability to use Army profanity, and by pointless subplot involving actress Denise Darcel. The film doesn't hold up as well as such wartime efforts as The Story of GI Joe or Walk in the Sun, but in 1949 Battleground was regarded as an important milestone in the field of truthful, de-glamorized combat flicks. Please avoid the colorized version: this is a black-and-white subject if ever there was one.",,NR,"Action & Adventure, Classics, Drama",William Wellman,Robert Pirosh,"Van Johnson, Ricardo Montalban, John Hodiak, George Murphy, James Whitmore, Douglas Fowley, Jerome Courtland, Leon Ames, Richard Jaeckel, Don Taylor, James Arness, Bruce Cowling, Scotty Beckett, Marshall Thompson, Herbert Anderson, Thomas E. Breen, Denise Darcel, Brett King, Ian MacDonald, 101st Airborne, Screaming Eagles, Edmon Ryan, Michael Brown, Roland Varno",1949-11-09,2004-05-04,118,MGM,Fresh,100,6,83,2728
Beauty and The Beast (La Belle et la bête),"Jean Cocteau's adaptation of Beauty and the Beast (originally released in France as La Belle et la Bte) stars Josette Day as Beauty and Jean Marais as the Beast. When a merchant (Marcel Andr (C)) is told that he must die for picking a rose from the Beast's garden, his courageous daughter (Day) offers to go back to the Beast in her father's place. The Beast falls in love with her and proposes marriage on a nightly basis; she refuses, having pledged her troth to a handsome prince (also played by Marais). Eventually, however, she is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. The film features a musical score by Georges Auric. ~ Hal Erickson, Rovi","With its magical optical effects and enchanting performances, Jean Cocteau's Beauty and the Beast remains the most surreal -- and soulful -- of the fairy tale's film adaptations.",NR,"Drama, Science Fiction & Fantasy, Romance",Jean Cocteau,Jean Cocteau,"Jean Marais, Josette Day, Marcel André, Mila Parely, Nane Germon, Michel Auclair, Raoul Marco, Georges Auric, Jean Cocteau",1946-01-01,1998-06-02,120,Lopert Pictures,Certified Fresh,95,64,90,22600
1001 Grams,"When Norwegian scientist Marie attends a seminar in Paris on the actual weight of a kilo, it is her own measurement of disappointment, grief and, not least, love, that ends up on the scale.",,NR,Drama,Bent Hamer,Bent Hamer,"Ane Dahl Torp, Laurent Stocker, Stein Winge, Hildegun Riise, Per Christian Ellefsen, Peter Hudson, Didier Flamand, Dinara Drukarova, Torsten Knippertz, Daniel Drewes, Joseph Rezwin, Christian Erickson",2015-05-08,2015-10-05,93,Kino Lorber,Fresh,82,22,46,265
The Best of Times,"Small-town banker Robin Williams has never been able to live down the fact that he dropped an important pass during a crucial high-school football game. Likewise tainted for life is the team's star quarterback Kurt Russell, now a garage owner. Fed up with living his life under a cloud, Williams hits upon a brilliant idea: he will stage a rematch-13 years after the fact--with the members of the rival team. Trouble beckons when Williams' father-in-law announces that he's rooting for the opposition. Williams is determined to win, and in pursuit of that goal he pushes his former teammates to hitherto untapped brilliance. Directed by Roger Spottiswood, The Best of Times was written by Ron Shelton, future writer/director of such delightful sports films as Bull Durham, White Men Can't Jump and Tin Cup; it was Shelton, in fact, who directed most of Best of Times' climactic football game.",,PG-13,"Comedy, Drama",Roger Spottiswoode,Ron Shelton,"Robin Williams, Kurt Russell, Pamela Reed, Holly Palance, Donald Moffat, Margaret Whitton, M. Emmet Walsh, Donovan Scott, R.G. Armstrong, Dub Taylor, Dog: Buck, Carl Ballantine, Kathleen Freeman, Tony Plana, Kirk Cameron, Robyn Lively, Raymond W. Clanto, Eloy Casados, Jeff Doucette, Anne Haney, Bill Overton, Hugh Gillin, Jake Dengel, Peter Van Norden, Kurt Fox, Patrick Brennan, Linda Hart, Marie Cain, Peggy Moyer, Jeff Severson, Hap Lawrence, Nick Shields, Wayne Montanio, 'Iron Jaws' Wilson, Brenda Huggins, Hilary Davis, Michael Rich, Norm Schachter, Adam Rose, Christopher Mankiewicz, J.P. Bumstead, Robert Dickman, Jim Giovanni, Steve Shargo, Darryl B. Smith, Raymond W. Clanton, Fred A. Nelson, Vister Hayes, Iron Jaw Wilson, Michelle Guastello, Cathy Cheryl Davis, Wayne Adderson, Susan Signorelli, Gérard Philipe, Christopher Cory, Kim Romano, Steve Riley, Kelly Thomas, Mike Douglas, Herman Edwards, Chuck Ramsey, William G. Schilling, Hugo L. Stanger",1986-01-31,1999-02-02,105,Sultan Entertainment,Rotten,31,13,43,6504
Betrayed,"Set in Iowa, Betrayed stars Debra Winger as an FBI agent who infiltrates a Klanlike white supremacist organization. Allegedly a woman of intelligence and perception, Winger throws caution and logic to the winds when she falls in love with local farmer Tom Berenger. Much to her surprise Berenger turns out to be the most rabid racist of all.",,R,"Action & Adventure, Drama, Mystery & Suspense","Betsy Blair, Debra Winger, John Heard, John Mahoney, Ted Levine, Tom Berenger, Costa-Gavras",Joe Eszterhas,"Debra Winger, Tom Berenger, John Heard, Betsy Blair, John Mahoney, Ted Levine, Jeffrey DeMunn, Albert Hall, David Clennon, Robert Swan, Richard Libertini, Maria Valdez, Brian Bosak, Alan Wilder, Clifford A. Pellow, Ralph Foody, Stephen E. Miller, Tim Jerome, Howard Storey, Bill Dow, Terry David Mulligan, Fred Keating, Dan Conway, Will Zahrn, Bob Herron, Mimi Bensinger, Bill Corsair, Dolores Drake, Shawn Schepps, Wally Marsh, Ed Johnson, Jack Ackroyd, Robert Swann",1988-08-26,2000-03-07,112,MGM Home Entertainment,Rotten,42,12,52,735
The Big Brawl (Battle Creek Brawl),"After the death of Bruce Lee in 1973, writer/director Robert Clouse made several attempts to reproduce the success of his Enter the Dragon, which belatedly made Lee a household name in America. Clouse felt (with good reason) that Jackie Chan could be the next big martial arts star in America, and he crafted this feature with him in mind. Jerry Kwan (Chan) is a Korean immigrant trying to make good in Chicago in the 1930s. Work isn't easy to find for an Asian immigrant. Jerry is forced by Domenici (Jose Ferrer), a well-connected mobster, to represent him in a no-holds-barred, winner-take-all battle in Texas. But can Jerry handle the pressure? The Big Brawl was Jackie Chan's first starring role in an American film, but Chan wouldn't break through in the United States until the 1996 U.S. release of Rumble in the Bronx.",,R,"Action & Adventure, Comedy",Robert Clouse,Robert Clouse,"Jackie Chan, José Ferrer, Kristine de Bell, Mako, Ron Max, David Sheiner, Rosalind Chao, Lenny Montana, Pat E. Johnson, Mary Ellen O'Neill, H.B. Haggerty, Chao Li Chi, Joycelyne Lew",1980-09-10,2004-09-07,95,Golden Harvest Company,Fresh,67,6,43,5469
